smiles,permeability_CO2,selectivity_CO2_CH4
CN1C(=O)c2ccc([CH3](c3ccc4c(c3)C(=O)N([cH3]3c(Br)[cH:22][c:11]5[c:10]([cH:25]3)[C@:9]3([c:4]6[cH:3][c:2]([CH3:27])c(Br)[cH:6][c:5]6-[c:7]6[c:8]3[cH:14][c:15](C)[c:16](C)[cH:17]6)[c:13]3[c:12]-5[cH:21][c:20](C)[c:19](C)[cH:18]3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,580.0,23.293172690763054
Cn1c(=O)c2[c-]c3c(=O)n(-c4c(Br)[cH:22][c:11]5[c:10]([cH:25]4)[C@:9]4([c:4]6[cH:3][c:2]([CH3:27])c(Br)[cH:6][c:5]6-[c:7]6[c:8]4[cH:14][c:15](C)[c:16](C)[cH:17]6)[c:13]4[c:12]-5[cH:21][c:20](C)[c:19](C)[cH:18]4)c(=O)c3[c-]c2c1=O,693.0,18.986301369863014
CN1C(=O)c2cc3c(cc2C1=O)[CH3]c1cc2c(cc1[CH3]3)C(C)(C)CC21CC(C)(C)c2cc3c(cc21)[CH3]c1cc2c(cc1[CH3]3)C(=O)N([cH3]1c(Br)[cH:22][c:11]3[c:10]([cH:25]1)[C@:9]1([c:4]4[cH:3][c:2]([CH3:27])c(Br)[cH:6][c:5]4-[c:7]4[c:8]1[cH:14][c:15](C)[c:16](C)[cH:17]4)[c:13]1[c:12]-3[cH:21][c:20](C)[c:19](C)[cH:18]1)C2=O,1340.0,13.137254901960784
C#c1[cH:2][c:1]([CH3]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(#C)[c:5]2[c:4]1[CH2:10][CH3]1c3c(C)cc(C)c(C)c3[CH3][N:7]2[CH2:8]1,457.0,16.925925925925927
C#c1[cH:2][c:1]([CH3]2C(=O)c3ccc([CH3]([c:1]4ccc5c(c4)C(=O)N(C)C5=O)=[O:4])cc3C2=O)c(#C)[c:5]2[c:4]1[CH2:10][CH3]1c3c(C)cc(C)c(C)c3[CH3][N:7]2[CH2:8]1,55.0,26.19047619047619
C#c1[c:1]([CH3]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)[cH:2][c:3](C)[c:4]2[c:5]1[N:7]1[CH3]c3c(C)c(C)cc(C)c3[CH3]([CH2:8]1)[CH2:10]2,218.0,32.53731343283582
C#c1[c:1]([CH3]2C(=O)c3ccc([CH3]c4ccc5c(c4)C(=O)N(C)C5=O)cc3C2=O)[cH:2][c:3](C)[c:4]2[c:5]1[N:7]1[CH3]c3c(C)c(C)cc(C)c3[CH3]([CH2:8]1)[CH2:10]2,13.5,13.5
C#c1[c:1]([CH3]2C(=O)c3ccc([CH3]([c:1]4ccc5c(c4)C(=O)N(C)C5=O)=[O:4])cc3C2=O)[cH:2][c:3](C)[c:4]2[c:5]1[N:7]1[CH3]c3c(C)c(C)cc(C)c3[CH3]([CH2:8]1)[CH2:10]2,19.6,11.529411764705884
CN1C(=O)c2ccc([CH3](c3ccc4c(c3)C(=O)[c:7]35([c:2]6[c:1]7c8[c:5]9%10[c:4]3([c:3]6-5)-[c:10](c7#8)([cH:11][cH:12]9)-[c:10]356[c:4]([cH:3][c:2]([cH:12][cH:11]3)[CH2:1][N:7]%10[CH2:8]5)[cH:5][cH:6][c:7]([CH3:8])[cH:9]6)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,155.0,46.96969696969697
CN1C(=O)c2ccc([CH3]c3ccc4c(c3)C(=O)[c:7]35([c:2]6[c:1]7c8[c:5]9%10[c:4]3([c:3]6-5)-[c:10](c7#8)([cH:11][cH:12]9)-[c:10]356[c:4]([cH:3][c:2]([cH:12][cH:11]3)[CH2:1][N:7]%10[CH2:8]5)[cH:5][cH:6][c:7]([CH3:8])[cH:9]6)C4=O)cc2C1=O,13.4,36.21621621621622
Cn1c(=O)c2cc3oc4cc5c(cc4oc3cc2c1=O)C1(CC5(C)C)CC(C)(C)c2cc3oc4cc5c(=O)[c:7]67(c(=O)c5cc4oc3cc21)[c:2]1[c:1]2[c:4]3[c:6]2[c:5]24[c:4]6([c:3]1-7)-[c:10]3([cH:11][cH:12]2)-[c:10]123[c:4]([cH:3][c:2]([cH:12][cH:11]1)[CH2:1][N:7]4[CH2:8]2)[cH:5][cH:6][c:7]([CH3:8])[cH:9]3,895.0,19.88888888888889
C#c1[c:1](-[cH3]2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC6(C)C)CC(C)(C)c3cc4oc5cc6c(=O)n(C)c(=O)c6cc5oc4cc32)[cH:2][c:3](C)[c:4]2[c:5]1[N:7]1[CH3]c3c(C)c(C)cc(C)c3[CH3]([CH2:8]1)[CH2:10]2,1213.0,18.661538461538463
C#c1[c:2]([CH3]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(Br)c(#C)[c:5]2[c:4]1(C)[CH2:10][CH3]1c3c(C)c(C)c(C)c(C)c3[CH3][N:7]2[CH2:8]1,662.0,15.045454545454545
C#c1[cH:2]c(#C)[c:6]([CH3]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)[c:5]2[c:4]1[CH2:10][CH3]1c3c(C)cc(C)c(C)c3[CH3][N:7]2[CH2:8]1,595.0,19.193548387096776
C#c1[c:1]([CH3]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(#C)[c:5]2[c:4]([cH:3]1)[CH2:10][CH3]1c3cc(C)c(C)c(C)c3[CH3][N:7]2[CH2:8]1,1672.0,14.413793103448276
C#c1[c:1]([CH3]2C(=O)c3cc4c(cc3C2=O)C2(CC4(C)C)CC(C)(C)c3cc4c(cc32)C(=O)N(C)C4=O)c(#C)[c:5]2[c:4]([cH:3]1)[CH2:10][CH3]1c3cc(C)c(C)c(C)c3[CH3][N:7]2[CH2:8]1,5140.0,8.697123519458545
C#c1[c:1](-[cH3]2c(=O)c3[c-]c4c(=O)n(C)c(=O)c4[c-]c3c2=O)c(#C)[c:5]2[c:4]([cH:3]1)[CH2:10][CH3]1c3cc(C)c(C)c(C)c3[CH3][N:7]2[CH2:8]1,4460.0,11.435897435897436
C#c1[c:1]([CH3]2C(=O)c3cc4c(cc3C2=O)-[c:12]2[c:13]([cH:18][c:19](C)[c:20](C)[cH:21]2)[C@:9]42[c:4]3[cH:3][c:2]4[c:1]([cH:6][c:5]3-[c:7]3[c:8]2[cH:14][c:15](C)[c:16](C)[cH:17]3)[C:26](=O)N(C)[C:27]4=O)c(#C)[c:5]2[c:4]([cH:3]1)[CH2:10][CH3]1c3cc(C)c(C)c(C)c3[CH3][N:7]2[CH2:8]1,4476.0,12.064690026954178
Cc1ccc2c(c1)[C@@H]1c3ccccc3[C@H]2c2cc([CH3]3C(=O)c4ccc([CH3](c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc21,120.0,37.5
CN1C(=O)c2ccc([CH3](c3ccc4c(c3)C(=O)[CH:9]([c:1]3[cH:2][cH:3]c([CH3]c5ccc([CH2:8][c:4]6[cH:3][cH:2][c:1]([CH3:9])[cH:6][c:5]6[CH3:7])c6c5[C@H]5c7ccccc7[C@@H]6c6ccccc65)[c:5]([CH3:7])[cH:6]3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,14.4,38.91891891891892
C#c1c([CH3]c2ccc([CH2:8][c:4]3[cH:3][cH:2][c:1]([CH3:9])[cH:6][c:5]3[CH3:7])c3c2[C@H]2c4ccccc4[C@@H]3c3ccccc32)[cH:3][cH:2][c:1]([CH:9]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)[cH:6]1,9.0,39.130434782608695
CN1C(=O)c2ccc([CH3](c3ccc4c(c3)C(=O)[CH:9]([c:1]3[cH:2][cH:3]c([CH3]c5ccc([CH2:8][c:4]6[cH:3][cH:2][c:1]([CH3:9])[cH:6][c:5]6[CH3:7])c6c5[C@H]5c7ccccc7[C@@H]6c6ccccc65)c(C(F)(F)F)[cH:6]3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,19.7,37.16981132075471
Cc1ccc2c(c1)[C@H]1c3ccc([CH3]4C(=O)c5ccc([CH3](c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3[C@@H]2c2cc3ccccc3cc21,210.0,29.577464788732396
Cc1c2c(c(C)c3c1[C@H]1c4ccccc4[C@@H]3c3ccccc31)[C@H]1c3ccc(-c4[cH:3][cH:2][c:1]([CH:9]5C(=O)c6ccc([CH3](c7ccc8c(c7)C(=O)N(C)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)[cH:6][c:5]4[CH3:7])[c:8](-[c:4]4[cH:3][cH:2][c:1]([CH3:9])[cH:6][c:5]4[CH3:7])-c3[C@H]2c2ccccc21,73.0,29.2
C#c1c(-c2ccc3c([C@H]4c5ccccc5[C@H]3c3c4c(C)c4c(c3C)[C@H]3c5ccccc5[C@@H]4c4ccccc43)-[c:8]2-[c:4]2[cH:3][cH:2][c:1]([CH3:9])[cH:6][c:5]2[CH3:7])[cH:3][cH:2][c:1]([CH:9]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)[cH:6]1,55.0,27.5
Cc1c2c(c(C)c3c1[C@H]1c4ccccc4[C@@H]3c3ccccc31)[C@H]1c3ccc(-c4c(C(F)(F)F)[cH:6][c:1]([CH:9]5C(=O)c6ccc([CH3](c7ccc8c(c7)C(=O)N(C)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)[cH:2][cH:3]4)[c:8](-[c:4]4[cH:3][cH:2][c:1]([CH3:9])[cH:6][c:5]4[CH3:7])-c3[C@H]2c2ccccc21,132.0,24.0
C#c1c([CH3]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(#C)c(#C)[cH3](N2C(=O)c3ccc(-c4ccc5c([C@H]6c7ccccc7[C@H]5c5c6c(C)c6c(c5C)[C@H]5c7ccccc7[C@@H]6c6ccccc65)-[cH3]4-c4ccc5c(c4)C(=O)[CH3](c4c(C)c(C)c(C)c(C)c4C)C5=O)cc3C2=O)c1#C,812.0,27.43243243243243
CN1C(=O)c2ccc([CH3](c3ccc4c(c3)C(=O)[CH:9]([c:1]3[cH:2][cH:3][c:4]([CH3:8])[c:5]([CH3:7])[cH:6]3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,11.0,91.66666666666667
Cc1cc([CH3]2C(=O)c3ccc([CH3](c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c(C)c1C,8.0,94.11764705882352
Cn1c(=O)c2[c-]c3c(=O)[c:7](-[c:5]4[cH3](O)[cH:3][cH:2]c([C:9](C(F)(F)F)(C(F)(F)F)[c:1]5[cH:2][cH:3][c:4]([CH3:8])[c:5]([CH3:7])[cH:6]5)[cH:6]4)c(=O)c3[c-]c2c1=O,9.9,123.75
CN1C(=O)c2ccc([CH3](c3ccc4c(c3)C(=O)[CH:7]([c:5]3[cH3](O)[cH:3][cH:2]c([C:9](C(F)(F)F)(C(F)(F)F)[c:1]5[cH:2][cH:3][c:4]([CH3:8])[c:5]([CH3:7])[cH:6]5)[cH:6]3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,17.0,80.95238095238095
CN1C(=O)c2ccc([CH3]c3ccc4c(c3)C(=O)[CH:7]([c:5]3[cH3](O)[cH:3][cH:2]c([C:9](C(F)(F)F)(C(F)(F)F)[c:1]5[cH:2][cH:3][c:4]([CH3:8])[c:5]([CH3:7])[cH:6]5)[cH:6]3)C4=O)cc2C1=O,1.8,90.0
CN1C(=O)c2cc[c:1]([CH3](c3ccc4c(c3)C(=O)[CH:7]([c:5]3[cH3](O)[cH:3][cH:2]c([C:9](C(F)(F)F)(C(F)(F)F)[c:1]5[cH:2][cH:3][c:4]([CH3:8])[c:5]([CH3:7])[cH:6]5)[cH:6]3)C4=O)=[O:4])cc2C1=O,1.4,70.0
CN1C(=O)c2cc[cH3](-c3ccc4c(c3)C(=O)[CH:7]([c:5]3[cH3](O)[cH:3][cH:2]c([C:9](C(F)(F)F)(C(F)(F)F)[c:1]5[cH:2][cH:3][c:4]([CH3:8])[c:5]([CH3:7])[cH:6]5)[cH:6]3)C4=O)cc2C1=O,2.7,90.00000000000001
Cc1cc2c(cc1C)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)[CH3]c1c([cH3](/C(N)=N/O)c2c([cH3]1/C(N)=N/O)Oc1ccccc1O2)[CH3]3,1153.0,33.911764705882355
Cc1cc2c(cc1C)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)[CH3]c1c([cH3](C2NNNN2)c2c([cH3]1C1NNNN1)Oc1ccccc1O2)[CH3]3,3000.0,22.058823529411764
Cc1cc2c(cc1C)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)[CH3]c1c([cH3](C(N)=S)c2c([cH3]1C(N)=S)Oc1ccccc1O2)[CH3]3,1120.0,20.0
Cc1cc2c(c[cH3]1O)C(C)(C)CC21CC(C)(C)c2c[cH3](O)[cH3](N3C(=O)c4ccc([CH3](c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc21,263.0,28.9010989010989
Cc1cc2c(c[cH3]1O)C(C)(C)CC21CC(C)(C)c2c[cH3](O)c(-n3c(=O)c4[c-]c5c(=O)n(C)c(=O)c5[c-]c4c3=O)cc21,198.0,25.714285714285715
CN1C(=O)c2ccc([CH3](c3ccc4c(c3)C(=O)N([cH3]3[cH3](O)[cH:22][c:11]5[c:10]([cH:25]3)[C@:9]3([c:4]6[cH:3][c:2]([CH3:27])[cH3](O)[cH:6][c:5]6-[c:7]6[c:8]3[cH:14][c:15](C)[c:16](C)[cH:17]6)[c:13]3[c:12]-5[cH:21][c:20](C)[c:19](C)[cH:18]3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,100.0,41.66666666666667
CN1C(=O)c2cc3c(cc2C1=O)[CH3]c1cc2c(cc1[CH3]3)C(C)(C)CC21CC(C)(C)c2cc3c(cc21)[CH3]c1cc2c(cc1[CH3]3)C(=O)N([cH3]1[cH3](O)[cH:22][c:11]3[c:10]([cH:25]1)[C@:9]1([c:4]4[cH:3][c:2]([CH3:27])[cH3](O)[cH:6][c:5]4-[c:7]4[c:8]1[cH:14][c:15](C)[c:16](C)[cH:17]4)[c:13]1[c:12]-3[cH:21][c:20](C)[c:19](C)[cH:18]1)C2=O,568.0,19.586206896551722
CC(C)[C@@]12c3ccccc3[C@@](C(C)C)(c3cc4c(cc31)C(=O)N(C)C4=O)c1cc3c(cc12)C(=O)[CH:7]([c:5]1[cH3](O)[cH:3][cH:2]c([C:9](C(F)(F)F)(C(F)(F)F)[c:1]2[cH:2][cH:3][c:4]([CH3:8])[c:5]([CH3:7])[cH:6]2)[cH:6]1)C3=O,40.0,54.794520547945204
Cc1cc2c(c(C)c1C)[CH3][N:7]1[c:5]3[c:4]([cH:3][c:2](C)[cH3](O)[c:6]3[CH3]3C(=O)c4ccc([CH3](c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)[CH2:10][CH3]2[CH2:8]1,67.0,72.82608695652173
Cc1cc2c(c(C)c1C)[CH3][N:7]1[c:5]3[c:4]([cH:3][c:2](C)[cH3](O)[c:6]3[CH3]3C(=O)c4cc5c(cc4C3=O)C3(CC5(C)C)CC(C)(C)c4cc5c(cc43)C(=O)N(C)C5=O)[CH2:10][CH3]2[CH2:8]1,466.0,28.588957055214724
C[C@H]1[CH2:26][c:1]2[c:2]([cH:3][c:4]3[c:5]([cH:6]2)-[c:7]2[c:8]([cH:14][c:15](C)[c:16](C)[cH:17]2)[C@:9]32c3cc4c(cc3-[c:12]3[c:13]2[cH:18][c:19](C)[c:20](C)[cH:21]3)N[CH:6]([c:5]2[cH:4][cH:3]c([C:6](C(F)(F)F)(C(F)(F)F)[c:5]3[cH:4][cH:3][c:2]([CH3:1])[cH:8][cH:7]3)[cH:8][cH:7]2)O4)[CH2:27]1,100.0,41.66666666666667
C[C@H]1[CH2:26][c:1]2[c:2]([cH:3][c:4]3[c:5]([cH:6]2)-[c:7]2[c:8]([cH:14][c:15](C)[c:16](C)[cH:17]2)[C@:9]32c3cc4c(cc3-[c:12]3[c:13]2[cH:18][c:19](C)[c:20](C)[cH:21]3)N[CH:9](c2ccc3c(c2)[CH3]c2cc5c(cc2[CH3]3)C2(CC5(C)C)CC(C)(C)c3cc5c(cc32)[CH2:7][c:5]2[c:4]([cH:3][cH:2][c:1]([CH3:9])[cH:6]2)[CH2:8]5)O4)[CH2:27]1,568.0,19.586206896551722
C[C@@H]1Nc2cc3c(cc2O1)N[C@@H]([cH3]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7]c1cc4c(cc1[CH2:8]2)C(C)(C)CC41CC(C)(C)c2cc4c(cc21)[CH3]c1ccc([CH3:9])cc1[CH3]4)O3,870.0,21.75
